"timestamp","open_price","high_price","low_price","close_price","average_price","volume"
"2024-01-17T00:00:00Z","2589.29","2591.73","2558.43","2560.65","2574.6510185185184","4014.3718358459237"
"2024-01-17T00:00:00Z","0.007926484312188927","0.01299054590513565","0.007926484312188927","0.010472608617901877","0.010615770927317919","1191892.471307551"
"2024-01-16T00:00:00Z","0.004880859641833995","0.0150087689007075","0.003782056144434679","0.007740457721637201","0.008350720622758925","7130099.208183584"
"2024-01-16T00:00:00Z","2508.98","2613.76","2501.0","2587.7","2546.108397626113","13752.889683320847"
"2024-01-15T00:00:00Z","0.003545948244841482","0.006402534979188937","0.003024790500078718","0.004874894276628433","0.004595241586815896","6708238.243776512"
"2024-01-15T00:00:00Z","2473.59","2550.3","2473.59","2509.17","2520.5667963386727","13620.516250583076"
"2024-01-14T00:00:00Z","3.982149672363734e-06","3.982149672363734e-06","3.982149672363734e-06","3.982149672363734e-06","3.982149672363734e-06","3944398.908927038"
"2024-01-14T00:00:00Z","0.0028293634999081666","0.029592375961149806","0.001559723189972319","0.0032229936254920565","0.009664580477648925","63714067.89658153"
"2024-01-14T00:00:00Z","2578.2","2578.2","2471.47","2473.85","2534.040058479532","9636.707505916576"
"2024-01-13T00:00:00Z","2531.1","2585.75","2497.34","2575.01","2550.080802919708","7733.741031254037"
"2024-01-12T00:00:00Z","3.102138649710803e-07","3.102138649710803e-07","3.102138649710803e-07","3.102138649710803e-07","3.102138649710803e-07","435895950.1015678"
"2024-01-12T00:00:00Z","2623.33","2711.0","2460.05","2519.53","2611.7813333333334","21393.21750839134"
"2024-01-12T00:00:00Z","4.200905936543435e-06","4.200905936543435e-06","4.200905936543435e-06","4.200905936543435e-06","4.200905936543435e-06","18345181.932308715"
"2024-01-11T00:00:00Z","2576.2","2684.43","2567.8","2621.59","2609.3522641509435","24754.95555296792"
"2024-01-11T00:00:00Z","9.885897662752585e-08","9.885897662752585e-08","9.445149164755815e-08","9.445149164755815e-08","9.6655234137542e-08","25950182192.61803"
"2024-01-10T00:00:00Z","2344.77","2625.82","2344.77","2580.54","2423.1185192307694","29739.891039503473"
"2024-01-10T00:00:00Z","2307.6548491930603","2307.6548491930603","2307.6548491930603","2307.6548491930603","2307.6548491930603","0.0302823"
"2024-01-10T00:00:00Z","0.0004131397641245724","0.0006800222267615275","0.00010138064762321841","0.00010138064762321841","0.00039700968028149366","158236404.01803648"
